image_name,BoxesString
003208.png,81 106 91 116
003209.png,60 27 71 38
003210.png,21 19 37 35
003211.png,33 82 48 97
003212.png,61 111 75 125
003213.png,71 113 81 123
003214.png,61 52 74 67
003215.png,55 41 69 54
003216.png,104 100 123 116
003217.png,109 3 127 17
003218.png,108 102 128 121
003219.png,4 104 16 119
003220.png,29 113 40 123
003221.png,39 82 57 100
003222.png,7 65 20 78
003223.png,78 110 91 121
003224.png,57 38 67 48
003225.png,30 65 42 75
003226.png,59 49 69 59
003227.png,54 48 67 64
003228.png,8 65 19 76
003229.png,48 69 63 81
003230.png,34 102 50 119
003231.png,37 23 52 43
003232.png,12 35 27 50
003233.png,112 95 124 107
003234.png,41 25 53 38
003235.png,57 113 69 123
003236.png,102 8 114 20
003237.png,111 11 125 26
003238.png,16 92 34 112
003239.png,19 66 36 81
003240.png,45 59 55 69
003241.png,43 77 56 91
003242.png,3 69 17 82
003243.png,90 2 107 18
003244.png,59 67 72 77
003245.png,22 110 40 126
003246.png,34 110 48 126
003247.png,2 0 18 20
003248.png,16 66 28 78
003249.png,49 57 60 67
003250.png,66 24 81 39
003251.png,89 83 101 94
003252.png,99 82 109 93
003253.png,16 22 26 32
003254.png,46 17 62 32
003255.png,6 63 26 82
003256.png,39 9 50 19
003257.png,35 21 52 39
003258.png,23 99 33 109
003259.png,6 68 17 78
003260.png,32 23 50 40
003261.png,69 49 81 62
003262.png,102 96 114 110
003263.png,5 113 15 123
003264.png,86 93 96 103
003265.png,39 17 49 28
003266.png,75 113 85 123
003267.png,29 17 40 29
003268.png,67 58 79 71
003269.png,71 76 83 88
003270.png,63 13 82 28
003271.png,31 12 44 29
003272.png,103 113 114 123
003273.png,69 56 79 66
003274.png,25 20 42 40
003275.png,80 113 91 123
003276.png,56 2 72 18
003277.png,112 9 124 22
003278.png,17 73 34 92
003279.png,54 112 65 123
003280.png,61 71 73 83
003281.png,110 67 126 83
003282.png,69 60 84 81
003283.png,3 34 17 50
003284.png,18 3 30 17
003285.png,38 55 52 70
003286.png,31 23 44 37
003287.png,86 27 103 43
003288.png,111 47 122 58
003289.png,68 76 87 94
003290.png,89 2 107 18
003291.png,3 47 17 59
003292.png,109 66 127 85
003293.png,70 79 88 95
003294.png,74 22 90 37
003295.png,79 10 90 21
003296.png,2 90 18 106
003297.png,87 31 101 46
003298.png,103 24 113 34
003299.png,46 21 57 31
003300.png,102 5 112 15
003301.png,47 53 64 70
003302.png,32 3 47 17
003303.png,92 7 103 17
003304.png,59 11 73 25
003305.png,82 14 94 27
003306.png,7 32 18 42
003307.png,1 37 19 57
003308.png,47 111 61 125
003309.png,93 103 110 118
003310.png,41 7 54 19
003311.png,71 62 85 77
003312.png,91 2 109 18
003313.png,56 111 69 125
003314.png,88 30 98 41
003315.png,104 37 115 48
003316.png,12 8 26 21
003317.png,55 97 65 108
003318.png,89 100 101 113
003319.png,61 41 75 53
003320.png,111 89 125 105
003321.png,31 2 45 18
003322.png,1 3 19 17
003323.png,29 79 44 94
003324.png,49 39 65 58
003325.png,55 9 71 26
003326.png,57 15 68 27
003327.png,8 19 18 29
003328.png,53 3 66 17
003329.png,103 5 113 15
003330.png,113 5 123 15
003331.png,46 3 66 17
003332.png,108 12 122 26
003333.png,89 91 104 107
003334.png,102 32 116 45
003335.png,87 15 99 27
003336.png,16 5 26 15
003337.png,48 76 62 90
003338.png,85 9 100 22
003339.png,81 112 92 123
003340.png,104 80 121 95
003341.png,38 23 51 36
003342.png,7 11 19 24
003343.png,78 112 90 124
003344.png,80 47 93 60
003345.png,103 61 116 75
003346.png,13 42 24 55
003347.png,16 25 29 39
003348.png,59 49 70 61
003349.png,104 62 116 76
003350.png,33 105 43 116
003351.png,55 26 68 40
003352.png,67 44 89 66
003353.png,10 19 27 34
003354.png,95 56 110 71
003355.png,15 96 36 112
003356.png,18 93 32 106
003357.png,73 30 94 51
003358.png,8 4 23 16
003359.png,54 30 72 50
003360.png,31 28 41 38
003361.png,50 3 64 17
003362.png,85 98 95 108
003363.png,22 10 39 27
003364.png,54 73 67 86
003365.png,80 33 91 43
003366.png,99 54 112 70
003367.png,97 41 109 55
003368.png,70 53 85 67
003369.png,61 4 75 17
003370.png,44 43 63 63
003371.png,83 29 99 43
003372.png,39 95 50 106
003373.png,3 102 17 117
003374.png,64 17 77 28
003375.png,3 15 18 29
003376.png,1 94 19 114
003377.png,50 23 66 37
003378.png,98 105 115 119
003379.png,75 5 85 15
003380.png,112 14 124 28
003381.png,50 64 65 83
003382.png,104 109 115 121
003383.png,48 13 62 26
003384.png,76 33 89 47
003385.png,30 44 41 54
003386.png,31 112 41 123
003387.png,21 111 36 125
003388.png,36 112 48 124
003389.png,53 62 68 80
003390.png,92 89 110 107
003391.png,10 98 21 110
003392.png,68 109 82 122
003393.png,11 93 24 106
003394.png,3 22 17 34
003395.png,77 4 89 16
003396.png,58 71 72 84
003397.png,41 64 55 81
003398.png,22 93 41 110
003399.png,112 30 124 42
003400.png,23 14 37 28
003401.png,3 20 17 36
003402.png,43 31 58 46
003403.png,23 6 34 17
003404.png,11 54 29 70
003405.png,48 0 68 20
003406.png,89 21 104 34
003407.png,77 101 93 119
003408.png,55 42 69 57
003409.png,97 42 113 58
003410.png,24 34 36 46
003411.png,29 85 41 97
003412.png,88 113 98 123
003413.png,107 42 118 55
003414.png,108 54 127 71
003415.png,70 35 85 49
003416.png,73 85 84 96
003417.png,64 23 75 34
003418.png,94 81 105 92
003419.png,7 4 18 16
003420.png,88 86 98 96
003421.png,73 85 87 100
003422.png,101 42 114 56
003423.png,72 37 86 49
003424.png,54 71 65 81
003425.png,112 61 124 72
003426.png,64 87 79 104
003427.png,23 50 39 65
003428.png,38 93 55 111
003429.png,78 44 92 56
003430.png,55 2 71 18
003431.png,72 58 89 75
003432.png,19 13 31 26
003433.png,66 4 77 16
003434.png,53 59 69 75
003435.png,110 74 126 88
003436.png,55 107 70 121
003437.png,93 90 111 110
003438.png,99 64 114 78
003439.png,79 2 94 18
003440.png,99 83 111 96
003441.png,110 111 126 125
003442.png,39 80 55 99
003443.png,112 10 124 22
003444.png,67 71 84 85
003445.png,14 90 26 103
003446.png,76 56 90 68
003447.png,111 51 125 64
003448.png,63 101 73 112
003449.png,8 112 19 123
003450.png,4 99 16 114
003451.png,103 102 116 114
003452.png,65 109 84 125
003453.png,99 76 110 87
003454.png,20 23 32 35
003455.png,89 50 101 61
003456.png,26 98 41 112
003457.png,90 39 103 52
003458.png,73 18 88 33
003459.png,25 33 41 49
003460.png,17 38 35 55
003461.png,88 14 102 30
003462.png,88 27 101 41
003463.png,93 11 104 22
003464.png,107 108 120 120
003465.png,40 5 60 24
003466.png,10 93 20 104
003467.png,80 28 93 41
003468.png,83 52 94 63
003469.png,87 2 109 18
003470.png,16 2 30 18
003471.png,38 10 49 22
003472.png,111 111 125 125
003473.png,100 99 110 109
003474.png,58 44 74 61
003475.png,80 50 91 63
003476.png,92 94 105 106
003477.png,5 109 21 124
003478.png,64 6 75 17
003479.png,1 24 19 43
003480.png,36 87 49 99
003481.png,39 105 50 117
003482.png,3 15 17 30
003483.png,65 5 76 15
003484.png,101 78 113 90
003485.png,2 14 18 33
003486.png,53 10 68 25
003487.png,54 104 70 121
003488.png,57 40 67 51
003489.png,109 0 125 20
003490.png,46 6 65 23
003491.png,53 13 70 26
003492.png,112 102 124 114
003493.png,40 5 51 15
003494.png,31 64 41 74
003495.png,15 0 33 20
003496.png,103 109 113 119
003497.png,34 98 46 111
003498.png,31 51 48 67
003499.png,61 107 79 124
003500.png,4 31 16 44
003501.png,49 6 65 21
003502.png,31 15 43 26
003505.png,14 78 27 93
003506.png,57 3 71 17
003507.png,109 110 127 126
003508.png,63 3 76 17
003509.png,35 112 48 124
003510.png,2 22 18 37
003511.png,5 25 15 36
003512.png,91 108 103 123
003513.png,22 102 32 113
003514.png,113 92 123 103
003515.png,111 3 125 17
003516.png,26 50 41 66
003517.png,54 93 73 110
003518.png,5 113 15 123
003519.png,109 112 122 124
003520.png,83 111 100 125
003521.png,82 30 94 42
003522.png,87 71 103 86
003523.png,24 4 38 20
003524.png,100 24 111 35
003525.png,104 53 116 65
003526.png,61 79 76 94
003527.png,42 76 57 91
003528.png,45 48 62 65
003529.png,106 88 118 99
003530.png,1 16 19 34
003531.png,55 44 69 61
003532.png,9 65 20 76
003533.png,2 109 18 127
003534.png,5 4 15 16
003535.png,46 50 66 64
003536.png,64 17 74 27
003537.png,108 50 122 65
003538.png,112 113 124 123
003539.png,94 60 110 77
003540.png,76 104 90 117
003541.png,113 93 123 103
003542.png,2 3 18 17
003543.png,91 96 106 110
003544.png,24 99 37 114
003545.png,73 96 85 108
003546.png,102 74 114 88
003547.png,105 111 120 125
003548.png,111 7 122 17
003549.png,5 52 15 62
003550.png,63 98 81 118
003551.png,113 52 123 63
003552.png,111 50 125 63
003553.png,5 35 15 45
003554.png,55 56 69 70
003555.png,76 32 95 50
003556.png,94 109 111 127
003557.png,82 19 93 29
003558.png,67 37 85 54
003559.png,91 44 107 64
003560.png,31 86 45 100
003561.png,41 79 51 90
003562.png,86 17 101 32
003563.png,64 3 79 17
003564.png,112 49 124 61
003565.png,41 52 55 68
003566.png,67 94 85 107
003567.png,38 16 53 35
003568.png,16 80 30 94
003569.png,18 2 36 18
003570.png,80 112 93 124
003571.png,112 69 124 82
003572.png,109 23 127 41
003573.png,42 73 52 83
003574.png,21 96 31 107
003575.png,97 99 112 112
003576.png,2 40 18 56
003577.png,62 58 78 72
003578.png,5 23 15 34
003579.png,25 25 38 37
003580.png,94 82 104 92
003581.png,80 12 99 32
003582.png,64 70 80 86
003583.png,101 96 116 110
003584.png,45 91 60 106
003585.png,59 39 69 49
003586.png,47 87 61 100
003587.png,11 14 26 30
003588.png,110 45 121 56
003589.png,30 93 43 105
003590.png,14 31 26 42
003591.png,2 70 18 85
003592.png,110 99 126 115
003593.png,16 41 30 55
003594.png,105 98 117 110
003595.png,28 3 42 17
003596.png,40 62 53 77
003597.png,97 25 114 42
003598.png,3 70 17 82
003599.png,98 86 119 107
003600.png,69 108 86 127
003601.png,20 112 34 124
003602.png,35 33 47 45
003603.png,97 41 116 57
003604.png,112 41 124 54
003605.png,2 89 18 106
003606.png,89 39 100 50
003607.png,6 51 22 66
003608.png,111 54 125 67
003609.png,61 1 76 19
003610.png,85 18 102 33
003611.png,99 12 116 26
003612.png,28 88 39 99
003613.png,7 47 24 61
003614.png,56 57 70 71
003615.png,47 12 63 29
003616.png,28 94 46 113
003617.png,60 28 75 40
003618.png,11 41 32 58
003619.png,105 14 123 29
003620.png,11 48 22 58
003621.png,3 111 17 125
003622.png,92 110 107 126
003623.png,7 110 20 126
003624.png,69 103 85 119
003625.png,20 42 33 54
003626.png,49 49 64 63
003627.png,81 95 96 108
003628.png,44 27 54 37
003629.png,20 59 34 73
003630.png,76 108 96 128
003631.png,30 31 41 42
003632.png,101 36 113 46
003633.png,30 32 43 48
003634.png,86 52 96 62
003635.png,12 83 23 95
003636.png,6 68 19 85
003637.png,34 61 45 74
003638.png,14 5 32 23
003639.png,4 45 19 61
003640.png,98 27 117 46
003641.png,73 111 86 125
003642.png,4 12 16 24
003643.png,76 23 93 40
003644.png,26 69 48 90
003645.png,80 55 97 74
003646.png,110 110 126 126
003647.png,113 93 123 103
003648.png,51 77 64 90
003649.png,3 45 23 63
003650.png,73 3 87 17
003651.png,22 102 37 115
003652.png,62 83 78 98
003653.png,3 30 17 43
003654.png,106 4 117 15
003655.png,75 48 88 60
003656.png,29 112 41 124
003657.png,46 11 56 21
003658.png,53 66 68 80
003659.png,4 100 16 111
003660.png,98 24 117 40
003661.png,66 9 76 19
003662.png,7 107 17 117
003663.png,112 26 124 37
003664.png,109 31 127 49
003665.png,45 94 57 107
003666.png,90 5 100 15
003667.png,3 48 17 61
003668.png,79 111 97 125
003669.png,26 3 40 17
003670.png,32 112 42 122
003671.png,85 107 99 126
003672.png,21 41 35 53
003673.png,93 74 106 87
003674.png,35 58 51 71
003675.png,50 88 63 100
003676.png,85 25 98 37
003677.png,38 100 51 112
003678.png,80 45 94 60
003679.png,110 71 123 84
003680.png,42 19 55 31
003681.png,28 110 38 120
003682.png,95 27 115 42
003683.png,111 32 125 47
003684.png,17 56 30 69
003685.png,98 110 117 126
003686.png,37 6 52 22
003687.png,43 17 54 27
003688.png,44 110 60 126
003689.png,54 40 66 53
003690.png,106 91 120 104
003691.png,70 109 86 127
003692.png,55 78 67 90
003693.png,79 62 92 74
003694.png,8 113 18 123
003695.png,65 28 78 40
003696.png,4 7 16 21
003697.png,54 3 70 17
003698.png,21 31 32 45
003699.png,110 70 126 86
003700.png,90 81 105 96
003701.png,5 14 19 28
003702.png,27 109 46 127
003703.png,67 47 81 62
003704.png,62 107 81 127
003705.png,96 113 106 123
003706.png,69 93 83 107
003707.png,109 102 127 120
003708.png,75 105 93 123
003709.png,30 73 44 85
003710.png,51 22 66 41
003711.png,36 69 51 83
003712.png,84 22 106 42
003713.png,95 1 113 19
003714.png,94 56 107 71
003715.png,102 40 116 53
003716.png,76 27 89 42
003717.png,48 44 61 57
003718.png,9 6 23 20
003719.png,95 45 111 61
003720.png,81 59 96 71
003721.png,111 87 125 100
003722.png,65 111 76 121
003723.png,57 71 72 89
003724.png,107 96 117 107
003725.png,3 20 17 34
003726.png,65 82 80 96
003727.png,64 97 78 110
003728.png,37 48 50 60
003729.png,97 113 107 123
003730.png,101 35 117 51
003731.png,109 95 120 106
003732.png,28 8 44 23
003733.png,19 110 36 126
003734.png,5 112 15 122
003735.png,86 59 100 72
003736.png,99 72 111 83
003737.png,3 106 17 121
003738.png,51 35 66 51
003739.png,90 93 100 103
003740.png,113 5 123 15
003741.png,83 16 102 36
003742.png,21 25 33 40
003743.png,84 58 94 70
003744.png,51 68 71 87
003745.png,67 93 80 108
003746.png,29 47 42 61
003747.png,15 37 26 48
003748.png,6 82 20 95
003749.png,112 81 123 93
003750.png,108 66 128 86
003751.png,14 65 27 80
003752.png,89 89 103 104
003753.png,83 80 102 98
003754.png,20 72 36 87
003755.png,106 17 121 33
003756.png,31 99 48 115
003757.png,81 53 93 64
003758.png,87 112 97 124
003759.png,26 70 41 87
003760.png,66 64 76 74
003761.png,86 5 96 15
003762.png,14 113 24 123
003763.png,13 111 29 125
003764.png,62 81 73 93
003765.png,70 14 80 24
003766.png,37 42 50 54
003767.png,68 11 84 26
003768.png,30 3 45 17
003769.png,28 79 39 89
003770.png,87 105 101 119
003771.png,85 66 102 81
003772.png,33 60 43 70
003773.png,113 49 123 60
003774.png,98 36 110 49
003775.png,42 35 56 53
003776.png,77 45 97 62
003777.png,39 98 51 109
003778.png,79 42 97 58
003779.png,32 72 51 90
003780.png,51 47 66 65
003781.png,5 4 18 17
003782.png,109 27 119 37
003783.png,36 41 54 55
003784.png,78 64 90 76
003785.png,50 36 63 50
003786.png,38 27 56 45
003787.png,107 32 118 43
003788.png,76 29 97 48
003789.png,10 110 25 126
003790.png,57 18 69 29
003791.png,111 48 125 62
003792.png,100 3 115 18
003793.png,42 61 57 77
003794.png,16 4 29 18
003795.png,111 110 125 124
003796.png,8 104 21 116
003797.png,103 89 115 101
003798.png,42 106 52 118
003799.png,69 1 86 19
003800.png,110 38 126 56
003801.png,43 50 55 61
003802.png,40 7 54 22
003803.png,21 98 36 114
003804.png,67 81 78 92
003805.png,103 4 115 16
003806.png,64 33 81 50
003807.png,74 4 88 16
003808.png,110 109 126 127
003809.png,31 1 48 19
003810.png,30 83 41 95
003811.png,22 44 33 54
003812.png,90 85 101 96
003813.png,70 64 80 74
003814.png,46 109 57 121
003815.png,112 78 124 89
003816.png,44 13 56 23
003817.png,44 76 55 88
003818.png,112 80 124 92
003819.png,35 66 54 80
003820.png,111 110 125 126
003821.png,61 52 74 65
003822.png,82 62 94 76
003823.png,105 111 116 122
003824.png,92 30 110 47
003825.png,4 72 16 87
003826.png,58 39 75 55
003827.png,35 107 47 118
003828.png,80 87 99 104
003829.png,93 8 109 23
003830.png,104 90 116 101
003831.png,51 46 69 65
003832.png,106 52 120 65
003833.png,65 51 76 62
003834.png,19 19 34 35
003835.png,98 80 109 91
003836.png,97 17 112 32
003837.png,48 46 63 60
003838.png,28 92 38 103
003839.png,24 112 34 124
003840.png,60 86 72 98
003841.png,27 104 46 122
003842.png,4 1 22 19
003843.png,63 43 75 57
003844.png,87 0 104 20
003845.png,113 54 123 65
003846.png,57 111 71 125
003847.png,59 97 74 114
003848.png,1 31 19 51
003849.png,73 111 88 125
003850.png,22 102 36 116
003851.png,5 84 20 96
003852.png,13 8 29 27
003853.png,12 66 23 76
003854.png,9 52 19 63
003855.png,6 110 21 126
003856.png,61 54 71 65
003857.png,26 71 41 85
003858.png,25 97 38 112
003859.png,33 42 48 58
003860.png,5 35 19 49
003861.png,25 49 40 66
003862.png,111 3 125 17
003863.png,40 93 59 107
003864.png,75 110 91 126
003865.png,83 88 98 105
003866.png,86 11 103 27
003867.png,109 45 127 61
003868.png,93 60 108 74
003869.png,105 76 115 86
003870.png,96 79 108 93
003871.png,10 74 21 85
003872.png,81 5 98 21
003873.png,83 3 96 18
003874.png,16 14 35 32
003875.png,79 3 92 17
003876.png,112 37 124 48
003877.png,5 66 17 78
003878.png,38 34 51 48
003879.png,102 110 115 122
003880.png,54 97 64 107
003881.png,0 55 20 75
003882.png,5 24 15 35
003883.png,108 77 121 90
003884.png,93 4 105 16
003885.png,100 57 118 74
003886.png,84 64 96 79
003887.png,29 107 44 121
003888.png,43 17 58 31
003889.png,31 87 44 103
003890.png,60 99 79 117
003891.png,12 75 22 85
003892.png,4 6 16 19
003893.png,78 108 96 128
003894.png,33 68 47 81
003895.png,26 14 45 32
003896.png,73 106 90 122
003897.png,23 69 33 81
003898.png,65 13 81 28
003899.png,86 79 98 91
003900.png,101 30 115 44
003901.png,107 57 117 67
003902.png,21 45 39 61
003903.png,50 103 69 121
003904.png,32 13 43 25
003905.png,51 67 69 82
003906.png,93 39 108 55
003907.png,30 67 44 82
003908.png,109 15 127 33
003909.png,77 41 98 57
003910.png,8 20 20 33
003911.png,87 77 104 93
003912.png,14 93 29 107
003913.png,18 48 39 68
003914.png,40 90 51 100
003915.png,59 71 76 88
003916.png,57 95 77 110
003917.png,26 70 43 86
003918.png,67 110 84 126
003919.png,73 89 88 106
003920.png,113 66 123 77
003921.png,92 1 107 19
003922.png,16 90 34 108
003923.png,88 12 108 30
003924.png,90 4 102 16
003925.png,15 1 34 19
003926.png,100 64 114 78
003927.png,91 111 105 125
003928.png,83 92 93 104
003929.png,50 57 65 72
003930.png,106 53 119 66
003931.png,111 54 125 65
003932.png,24 26 40 42
003933.png,107 86 120 98
003934.png,95 1 114 19
003935.png,3 87 19 103
003936.png,61 50 78 66
003937.png,89 108 101 121
003938.png,25 104 39 116
003939.png,105 15 118 27
003940.png,78 67 95 84
003941.png,109 112 122 124
003942.png,42 54 54 65
003943.png,109 78 123 93
003944.png,58 34 78 52
003945.png,100 78 110 88
003946.png,94 50 108 64
003948.png,4 110 21 126
003950.png,103 43 116 56
003951.png,57 58 75 76
003952.png,3 24 17 39
003953.png,95 4 106 16
003954.png,15 46 25 57
003955.png,6 106 17 116
003956.png,42 36 54 50
003957.png,2 93 18 108
003958.png,81 42 98 57
003959.png,10 110 20 121
003960.png,68 29 84 46
003961.png,113 77 123 89
003963.png,72 13 89 30
003964.png,40 4 55 18
